title,genre,developer,critic_score,total_sales,release_date
Street Fighter Alpha 3 MAX,Fighting,Capcom,7.8,0.33,2006-02-07
Ape Escape Academy,Party,Shift,5.3,0.33,2006-01-17
Superman Returns,Action,EA Tiburon,4.4,0.33,2006-11-20
Mystery Case Files: The Malgrave Incident,Adventure,Big Fish Games,6.3,0.33,2011-06-27
Banjo-Kazooie: Grunty's Revenge,Platform,Rare Ltd.,6.6,0.33,2003-09-10
Etrian Odyssey,Role-Playing,Atlus Co. / Lancarse,7.4,0.33,2007-05-15
Deus Ex: Invisible War,Shooter,Ion Storm,8.5,0.33,2003-12-02
"Warhammer 40,000: Squad Command",Strategy,RedLynx,6.6,0.33,2007-11-12
Naruto: Rise of a Ninja,Action,Ubisoft Montreal,7.8,0.33,2007-10-30
Beyond Good & Evil,Adventure,Ubisoft Montpellier,8.3,0.33,2003-11-11
DECA Sports Freedom,Sports,Hudson Soft,3.0,0.33,2010-11-18
Disgaea 2: Cursed Memories,Role-Playing,Nippon Ichi Software,7.9,0.33,2006-08-29
Clock Tower 3,Adventure,SunSoft,7.0,0.33,2003-03-18
Classic NES Series: Castlevania,Platform,Konami,7.4,0.33,2004-10-25
Mega Man ZX Advent,Platform,Inti Creates,7.6,0.33,2007-10-23
Disgaea: Hour of Darkness,Role-Playing,Nippon Ichi Software,8.8,0.33,2003-08-27
GT Advance Championship Racing,Racing,MTO,7.5,0.33,2001-06-08
Dr. Mario / Puzzle League,Puzzle,Intelligent Systems,7.5,0.33,2005-11-28
Capcom Classics Collection Reloaded,Misc,Capcom,7.1,0.33,2006-10-24
WWE Wrestlemania XIX,Fighting,Yuke's,7.8,0.33,2003-09-08
The Witcher: Enhanced Edition,Role-Playing,CD Projekt Red Studio,8.3,0.33,2008-09-16
Planet Puzzle League,Puzzle,Intelligent Systems,8.6,0.33,2007-06-04
Kirby: Battle Royale,Fighting,HAL Laboratory,6.0,0.33,2018-01-19
Klonoa 2: Lunatea's Veil,Platform,Namco,9.4,0.33,2001-07-25
Tokyo Mirage Sessions #FE,Role-Playing,Atlus,8.0,0.33,2016-06-24
Jeanne d'Arc,Role-Playing,Level 5,8.4,0.33,2007-08-21
Risen,Role-Playing,Piranha Bytes,6.85,0.33,2010-02-23
Ninja Blade,Action,From Software,6.7,0.33,2009-04-07
Untold Legends: The Warriors Code,Role-Playing,Sony Online Entertainment,6.8,0.33,2006-03-28
MVP Baseball 2005,Sports,EA Canada,8.7,0.33,2005-02-22
MLB 08: The Show,Sports,SCEA San Diego Studios,8.3,0.33,2008-03-04
Bomberman World,Puzzle,Hudson Soft,6.5,0.33,1998-09-22
Ultimate NES Remix,Action,Nintendo,7.0,0.33,2014-12-05
Tenchu: Shadow Assassins,Action,Acquire,7.25,0.32999999999999996,2009-02-05
Final Fantasy XI: Wings of the Goddess,Role-Playing,Square Enix,6.5,0.32,2007-11-20
Beautiful Katamari,Puzzle,Now Production,7.3,0.32,2007-10-16
Elebits,Action,Konami,7.3,0.32,2006-12-12
Folklore,Role-Playing,Game Republic,7.5,0.32,2007-10-09
Fortress,Action,Pipe Dream Interactive,6.6,0.32,2001-08-13
BloodRayne,Shooter,Terminal Reality,7.6,0.32,2002-10-15
Bleach: Shattered Blade,Fighting,Polygon Magic,5.3,0.32,2007-10-09
Phineas and Ferb: Across the 2nd Dimension,Action,High Impact Games,6.8,0.32,2011-08-02
Chibi-Robo! Zip Lash,Platform,Nintendo,5.5,0.32,2015-10-09
Championship Bass,Sports,EA Seattle,7.1,0.32,2000-03-07
WipEout Pulse,Racing,Studio Liverpool,8.2,0.32,2008-02-12
"Ed, Edd n Eddy: Jawbreakers!",Adventure,Crawfish Interactive - Climax,5.0,0.32,2002-09-15
Darksiders II: Deathinitive Edition,Action-Adventure,Gunfire Games,7.5,0.32,2015-10-30
Bust-A-Move '99,Puzzle,Taito Corporation,7.7,0.32,1999-02-28
Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,Atlus Co.,7.0,0.32,2011-09-20
A Collection of Intellivision Classic Games,Misc,LTI,4.3,0.31,1999-10-30
Taz Wanted,Platform,Blitz Games,5.666666666666667,0.31,2002-09-17
Star Wars Episode III: Revenge of the Sith,Action,Ubisoft Montreal,7.3,0.31,2005-05-04
The Settlers 7: Paths to a Kingdom,Strategy,Blue Byte,7.8,0.31,2010-03-23
WarCraft II: The Dark Saga,Strategy,Blizzard Entertainment,7.3,0.31,1997-08-31
Namco Museum: Virtual Arcade,Misc,Namco Bandai Games,7.0,0.31,2008-11-04
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Strategy,Konami,7.6,0.31,2010-02-23
Bass Hunter 64,Sports,Gear Head Entertainment,6.0,0.31,1999-06-30
Mega Man Zero Collection,Platform,Inti Creates,7.5,0.31,2010-06-08
40 Winks,Platform,Eurocom Entertainment Software,5.5,0.31,1999-11-14
Divinity II: Ego Draconis,Role-Playing,Larian Studios,6.4,0.31,2010-01-05
Mega Man Maverick Hunter X,Platform,Capcom,7.9,0.31,2006-01-31
NASCAR Thunder 2003,Racing,EA Tiburon,8.8,0.31,2002-09-19
NBA Live 08,Sports,EA Canada,6.8,0.31,2007-10-01
Bust-A-Move Universe,Puzzle,Arika,5.6,0.31,2011-03-27
Sonic Boom: Rise of Lyric,Action-Adventure,Big Red Button,3.7,0.31,2014-11-11
Star Wars Racer Revenge,Racing,Rainbow Studios,7.8,0.31,2002-02-11
KuruKuru Kururin,Puzzle,Eighting/Raizing,7.2,0.31,2001-06-22
Syphon Filter: Dark Mirror,Shooter,SCEA Bend Studio,8.5,0.3,2006-03-14
The King of Fighters XIII,Fighting,SNK Playmore Corporation,7.8,0.3,2011-11-22
Resident Evil Archives: Resident Evil,Action,Capcom Production Studio 4,7.6,0.3,2009-06-23
Dynasty Warriors 6,Action,Omega Force,6.2,0.3,2008-02-19
Ehrgeiz,Fighting,DreamFactory,6.7,0.3,1999-05-04
All-Star Baseball 2003,Sports,Software Creations,8.2,0.3,2002-05-31
Rayman 2: Revolution,Platform,Ubisoft,8.7,0.3,2001-01-30
Tom Clancy's Splinter Cell 3D,Action,Gameloft,8.0,0.3,2011-04-10
Burnout,Racing,Criterion Games,7.7,0.3,2002-04-29
Chaos Legion,Action,Capcom Production Studio 6,6.2,0.3,2003-08-06
Cart World Series,Racing,SCEA,7.0,0.3,1997-09-16
Magna Carta 2,Role-Playing,SoftMax,6.6,0.3,2009-10-13
Contra 4,Shooter,WayForward Technologies,8.1,0.3,2007-11-13
PowerUp Heroes,Fighting,Ubisoft,4.0,0.3,2011-10-18
Radiant Historia,Role-Playing,Atlus Co.,8.5,0.3,2011-02-22
Crazy Taxi: Catch a Ride,Racing,Graphic State,4.8,0.3,2003-04-09
Dragon Force,Strategy,Sega,9.0,0.3,1996-11-30
Lumines ll,Puzzle,Q Entertainment,8.0,0.3,2006-11-06
Monster Truck Madness 64,Racing,Edge of Reality,5.5,0.3,1999-06-30
Looney Tunes: Duck Amuck,Action,WayForward Technologies,6.4,0.3,2007-10-09
Monopoly for Nintendo Switch,Board Game,Engine Software,5.3,0.3,2017-10-31
N3: Ninety-Nine Nights,Action,Q Entertainment / Phantagram,6.3,0.3,2006-08-15
Shaun White Snowboarding: World Stage,Sports,Ubisoft Montreal,7.2,0.3,2009-11-08
Capcom Classics Collection Remixed,Misc,Digital Eclipse,7.7,0.3,2006-03-22
MySims SkyHeroes,Action,The Sims Studio,6.4,0.3,2010-09-28
NBA Live 2003,Sports,EA Canada,8.4,0.3,2002-10-08
Venetica,Role-Playing,DECK13 Interactive,5.3999999999999995,0.3,2011-01-11
Sing Party,Party,FreeStyleGames,6.8,0.3,2012-11-18
Finding Nemo: The Continuing Adventures,Action,Altron,8.0,0.3,2004-09-08
Fist of the North Star: Ken's Rage 2,Action,Koei,5.0,0.3,2013-02-05
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,Krome Studios,6.233333333333333,0.3,2005-10-12
Full Spectrum Warrior,Strategy,Pandemic Studios,8.15,0.3,2005-03-21
Blazing Angels 2: Secret Missions of WWII,Simulation,Ubisoft Romania,7.4,0.29000000000000004,2007-11-06
Zoo Tycoon 2 DS,Strategy,Altron,6.9,0.29,2008-02-04
Ever Oasis,Role-Playing,GREZZO,8.1,0.29,2017-06-23
Up,Adventure,THQ,6.5,0.29,2009-05-26
Forsaken 64,Shooter,Iguana Entertainment,8.3,0.29,1998-04-30
MLB Power Pros,Sports,PawaPuro Production,8.5,0.29,2007-10-03
Phoenix Wright: Ace Attorney: Spirit of Justice,Adventure,Capcom,8.1,0.29,2016-09-30
Ace Combat: Joint Assault,Simulation,Project ACES,7.0,0.29,2010-08-31
Just Dance 2017,Music,Ubisoft Paris,6.5,0.29,2017-03-03
Spyro: A Hero's Tail,Platform,Eurocom Entertainment Software,6.4,0.29,2004-11-03
Kenka Bancho: Badass Rumble,Action,Spike,7.0,0.29,2009-11-10
Atelier Iris 3: Grand Phantasm (US Sales),Role-Playing,Gust,6.1,0.29,2007-05-29
Earthworm Jim,Platform,Game Titan,7.2,0.29,2001-06-10
Sonic Boom: Shattered Crystal,Platform,Sanzaru Games,3.8,0.29,2014-11-11
FlatOut: Head On,Racing,Bugbear Entertainment,7.3,0.29,2008-04-04
The Legend of Legacy,Role-Playing,Cattle Call,6.0,0.29,2015-10-13
The Lord of the Rings: The Third Age,Role-Playing,EA Redwood Shores,7.9,0.29,2004-11-02
Rock Revolution,Misc,Zoe Mode / HB Studios,3.6,0.29,2008-10-15
Overcooked! 2,Simulation,Ghost Town Games,8.4,0.29,2018-08-07
Glory of Heracles,Role-Playing,Paon Corporation,6.8,0.29,2010-01-18
Prince of Persia: Rival Swords,Action,Ubisoft Montreal,7.0,0.29,2007-04-03
Turning Point: Fall of Liberty,Shooter,Spark Unlimited,4.3,0.29,2008-02-26
Duel Masters: Sempai Legends,Misc,Mistic Software,7.1,0.29,2004-06-01
Dead Rising: Chop Till You Drop,Action,Capcom Production Studio 1 / TOSE Software,6.7,0.29,2009-02-24
Feel the Magic XY/XX,Puzzle,Sonic Team,7.7,0.29,2004-11-16
Trauma Center: New Blood,Simulation,Atlus Co.,7.5,0.29,2007-11-20
Trace Memory,Adventure,Cing,6.5,0.29,2005-09-26
Dragon Ball GT: Transformation,Action,Webfoot Technologies,7.7,0.28,2005-08-09
Final Fantasy VI Advance,Role-Playing,Square Enix,9.1,0.28,2007-02-05
Shadow Hearts,Role-Playing,Sacnoth,7.0,0.28,2001-12-11
Disney's Treasure Planet,Action,Disney Interactive,6.3,0.28,2002-10-31
ExciteBots: Trick Racing,Racing,Monster Games,7.7,0.28,2009-04-20
SimCity 4,Simulation,Maxis,8.7,0.28,2003-01-12
Wild ARMs 5,Role-Playing,Media.Vision,7.5,0.28,2007-08-28
Siren: Blood Curse,Action-Adventure,SCE Japan Studio,8.3,0.28,2008-07-24
The Binding of Isaac: Afterbirth+,Action,Nicalis,9.0,0.28,2017-03-17
Medieval Moves: Deadmund's Quest,Action,Zindagi Games,7.0,0.28,2011-11-15
Civilization II,Strategy,LTI Grey Matter,8.2,0.28,1998-01-20
Mega Man ZX,Platform,Inti Creates,8.1,0.28,2006-09-12
Armored Core: Project Phantasma,Simulation,From Software,7.2,0.28,1998-09-30
WarioWare Gold,Misc,Intelligent Systems,8.1,0.28,2018-08-03
Patapon 3,Platform,Pyramid/JAPAN Studio,7.4,0.28,2011-04-12
Bionicle Heroes,Shooter,Traveller's Tales,5.88,0.28,2006-11-14
MLB 07: The Show,Sports,SCEA San Diego Studios,8.1,0.28,2007-02-27
The Warriors,Action,Rockstar Toronto / Leeds,8.1,0.28,2007-02-12
Etrian Mystery Dungeon,Role-Playing,Spike Chunsoft,7.6,0.28,2015-04-07
Star Trek Bridge Crew,Action,Red Storm Entertainment,6.8,0.28,2017-05-30
X-Blades,Action,Gaijin Entertainment,6.1000000000000005,0.28,2009-02-10
Corvette,Racing,Visual Impact,4.9,0.28,2003-11-11
Pirates of the Caribbean: Dead Man's Chest,Adventure,Griptonite Games,4.3,0.28,2006-06-27
MindJack,Shooter,FeelPlus,4.55,0.28,2011-01-18
Virtua Fighter 5 Online,Fighting,Sega-AM2,9.2,0.28,2007-10-30
World of Tanks,Shooter,Wargaming.net,7.8,0.28,2011-04-12
Rhythm Thief & the Emperor's Treasure,Misc,Sega,7.5,0.28,2012-07-10
Kung Fu Chaos,Fighting,Just Add Monsters,7.0,0.28,2003-02-24
Assassin's Creed II: Discovery,Platform,Griptonite Games,7.3,0.28,2009-11-17
Godzilla: Domination!,Fighting,WayForward Pocket Team,4.7,0.28,2002-11-11
Mister Mosquito,Shooter,Zoom Inc.,6.6,0.28,2002-03-12
DeathSmiles,Shooter,Cave,8.0,0.28,2010-06-29
Gundam Versus,Action,Namco Bandai Games,7.3,0.28,2017-09-29
Castlevania: Aria of Sorrow,Platform,KCET,8.8,0.28,2003-05-06
Pac-Man Fever,Misc,Mass Media,5.1,0.28,2002-09-03
Pac-Pix,Puzzle,Namco,6.8,0.27,2005-04-26
Etrian Odyssey V: Beyond the Myth,Role-Playing,Atlus,7.9,0.27,2017-10-17
X-Men: The Official Game,Action,"Z-Axis, Ltd.",4.85,0.27,2006-05-16
Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,tri-Crescendo / Monolith Soft,8.2,0.27,2004-11-16
Arcania: Gothic 4,Role-Playing,Spellbound Entertainment AG,6.0,0.27,2010-10-19
Iron Man 2,Action,"Sega Studios, San Francisco",5.1,0.27,2010-05-04
America's Test Kitchen: Let's Get Cooking,Simulation,Indies Zero,8.5,0.27,2010-03-28
Section 8,Shooter,TimeGate Studios,7.1,0.27,2009-09-01
NHL 2K11,Sports,Visual Concepts,6.3,0.27,2010-08-24
The Club,Shooter,Bizarre Creations,7.5,0.27,2008-02-19
Alundra 2: A New Legend Begins,Role-Playing,Matrix Software,7.1,0.27,2000-02-29
Transformers: Cybertron Adventures,Action,High Moon Studios,3.7,0.27,2010-06-22
NBA Live 2004,Sports,EA Canada,8.4,0.27,2003-10-15
Suikoden Tierkreis,Role-Playing,Konami,7.7,0.27,2009-03-17
Dragon Ball Z: Tenkaichi Tag Team,Fighting,Dimps Corporation,6.0,0.27,2010-10-19
The King of Fighters XII,Fighting,SNK Playmore Corporation,6.2,0.27,2009-07-28
NFL Street 3,Sports,EA Tiburon,6.7,0.27,2006-11-14
Skylanders SWAP Force,Platform,n-Space,7.7,0.27,2013-10-13
The World Ends with You: Final Remix,Role-Playing,Square Enix,7.4,0.27,2018-10-12
Batman: Arkham Origins Blackgate,Action-Adventure,Armature Studio,7.0,0.27,2013-10-25
Cloudy With a Chance of Meatballs,Adventure,Ubisoft Shanghai,6.466666666666666,0.27,2009-09-15
Etrian Odyssey: Millennium Girl,Role-Playing,Atlus,8.1,0.26,2013-10-01
Power Gig: Rise of the SixString,Misc,Seven45 Studios,3.45,0.26,2010-10-19
Tomba!,Platform,Whoopee Camp,8.6,0.26,1998-06-30
TV Superstars,Misc,SCEE Cambridge,6.2,0.26,2010-10-12
Castlevania: Harmony of Dissonance,Platform,Konami Computer Entertainment Tokyo,8.6,0.26,2002-09-16
NCAA Gamebreaker,Sports,SCEA,6.3,0.26,1996-08-31
Tropico 4,Strategy,Haemimont Games,7.9,0.26,2011-08-30
Resident Evil: Deadly Silence,Action,Capcom,6.7,0.26,2006-02-07
Rayman DS,Platform,Ubisoft Montreal,5.4,0.26,2005-03-24
Etrian Odyssey II: Heroes of Lagaard,Role-Playing,Atlus Co. / Lancarse,8.4,0.26,2008-06-13
Star Wars Episode I: Battle for Naboo,Simulation,Factor 5,8.5,0.26,2000-12-13
Stella Glow,Role-Playing,imageepoch Inc.,7.5,0.26,2015-11-17
Deadly Premonition,Action,Access Games,6.0,0.26,2010-02-23
Panzer Dragoon Orta,Shooter,Smilebit,8.8,0.26,2003-01-12
Petz: Crazy Monkeyz,Simulation,Ubisoft,3.5,0.26,2008-11-18
Formula One 2001,Racing,Studio Liverpool,7.0,0.26,2001-09-24
Armored Core: Master of Arena,Simulation,From Software,7.2,0.26,2000-02-29
Polarium,Puzzle,Mitchell,7.6,0.26,2005-04-18
King's Field II,Role-Playing,From Software,7.3,0.26,1996-10-31
Metroid Prime Pinball,Misc,Fuse Games Limited,7.6,0.26,2005-10-24
Bust A Groove 2,Misc,Metro,7.0,0.26,1999-03-31
Second Sight,Adventure,Free Radical Design,7.65,0.26,2004-09-21
Tropico 3,Strategy,Haemimont Games,7.9,0.26,2010-02-16
The House of the Dead 2,Shooter,Wow Entertainment,7.5,0.26,1999-09-09
Nightmare Creatures,Action,Kalisto Entertainment,7.1,0.26,1997-01-01
World Series of Poker,Misc,Activision Value,4.0,0.26,2005-09-14
Dungeons & Dragons: Eye of the Beholder,Role-Playing,Pronto Games,4.8,0.26,2002-10-30
RiME,Adventure,Tequila Works,5.8,0.26,2017-11-21
Final Fantasy V Advance,Role-Playing,Square Enix,8.2,0.26,2006-11-06
Frogger's Journey: The Forgotten Relic,Action,Konami,5.0,0.26,2003-10-28
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,Action,Human Soft,6.0,0.26,2002-09-25
All-Pro Football 2K8,Sports,Visual Concepts,7.5,0.26,2007-07-16
MVP Baseball 2004,Sports,EA Sports,8.9,0.26,2004-03-09
Hey Arnold! The Movie,Platform,Altron,5.5,0.26,2002-05-29
ATV: Quad Power Racing,Racing,Tantalus Interactive,5.5,0.26,2002-08-20
Def Jam Vendetta,Fighting,Aki Corporation,8.8,0.25,2003-03-31
Disgaea 2: Dark Hero Days,Role-Playing,Nippon Ichi Software,8.1,0.25,2009-09-08
Dead or Alive Xtreme 2,Sports,Team Ninja,5.3,0.25,2006-11-13
The Outfit,Action,Unknown,7.0,0.25,2006-03-13
NASCAR 09,Racing,EA Tiburon,7.1,0.25,2008-06-10
NBA Courtside 2002,Sports,Left Field Productions,7.6,0.25,2002-01-13
Blaster Master: Blasting Again,Shooter,SunSoft,7.7,0.25,2001-05-06
Billy Hatcher and the Giant Egg,Platform,Sonic Team,7.3,0.25,2003-09-23
LEGO The Hobbit,Action-Adventure,TT Fusion,7.0,0.25,2014-04-08
Game & Wario,Party,Intelligent Systems,6.2,0.25,2013-06-23
Hybrid Heaven,Role-Playing,KCEO,7.0,0.25,1999-09-01
MotoGP '07,Racing,Climax Studios,7.7,0.25,2007-08-27
WipEout XL,Racing,Psygnosis,8.8,0.25,1996-09-30
Sid Meier's Civilization VI,Strategy,Firaxis Games,9.4,0.25,2018-11-16
Sonic Boom: Fire & Ice,Platform,Sanzaru Games,6.9,0.25,2016-09-27
Blitz: The League II,Sports,Midway Games,6.449999999999999,0.25,2008-10-13
Eat Lead: The Return of Matt Hazard,Shooter,Vicious Cycle,5.4,0.25,2009-02-26
Spelling Challenges and more!,Misc,Supersonic Software,4.5,0.25,2007-09-25
Butt Ugly Martians: B.K.M. Battles,Action,Runecraft,6.0,0.25,2002-10-01
Final Fantasy XI: Chains of Promathia,Role-Playing,Square Enix,7.3,0.25,2004-09-21
Ace Combat: Assault Horizon Legacy,Simulation,Namco Bandai Games,7.0,0.25,2011-11-15
Bomberman Generation,Adventure,Game Arts,8.4,0.25,2002-06-03
Don King Presents: Prizefighter,Sports,Venom Games,4.0,0.25,2008-06-10
Medal of Honor European Assault,Shooter,EA Los Angeles,7.9,0.25,2005-06-07
Spirit Camera: The Cursed Memoir,Action-Adventure,Tecmo Koei Games,5.7,0.25,2012-04-13
Crusaders of Might and Magic,Role-Playing,3DO,6.0,0.25,2000-02-29
Crash Tag Team Racing,Racing,Radical Entertainment,6.3,0.25,2005-11-10
Bomberman Tournament,Puzzle,Hudson Soft,8.8,0.25,2001-06-26
Mega Man Legacy Collection 1+2,Platform,Digital Eclipse Software,8.5,0.25,2018-05-22
UEFA Euro 2008 Austria-Switzerland,Sports,Unknown,6.9,0.25,2008-05-19
Blood Bowl,Sports,Cyanide Studio,5.966666666666666,0.24000000000000002,2010-01-26
Far Cry Instincts Predator,Shooter,Ubisoft Montreal,8.0,0.24,2006-03-28
Dreamcast Collection,Misc,Sega,5.3,0.24,2011-02-22
BlazBlue: Continuum Shift II,Fighting,Arc System Works,6.75,0.24,2011-05-31
Rogue Warrior,Shooter,Rebellion Developments,2.75,0.24,2009-12-01
MLB,Sports,989 Sports,8.0,0.24,2005-04-12
Driver '76,Racing,Sumo Digital,5.5,0.24,2007-05-08
Command & Conquer 3: Kane's Wrath,Strategy,EA Los Angeles,7.0,0.24,2008-06-23
Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,Gust,7.0,0.24,2011-03-15
Midway Arcade Treasures: Extended Play,Misc,Digital Eclipse,5.6,0.24,2005-12-13
DK: King of Swing,Platform,Paon Corporation,7.1,0.24,2005-09-19
Space Invaders Extreme,Shooter,Taito Corporation,8.25,0.24,2008-06-17
Shadow Hearts: Covenant,Role-Playing,Nautilus,8.1,0.24,2004-09-27
Killer7,Action,Grasshopper Manufacture,6.85,0.24,2005-07-07
MX vs. ATV Reflex,Racing,Rainbow Studio,5.3,0.24,2009-12-01
Classic NES Series: The Legend of Zelda,Adventure,Nintendo EAD,8.4,0.24,2004-06-02
Ghost Rider,Action,Climax Group,5.0,0.24,2007-02-13
7th Dragon III Code: VFD,Role-Playing,Sega,7.5,0.24,2016-07-12
Valhalla Knights,Role-Playing,K2 LLC,5.2,0.24,2007-04-17
Harvest Moon: Another Wonderful Life,Role-Playing,Marvelous Interactive,7.7,0.24,2005-07-26
Disgaea: Afternoon of Darkness,Role-Playing,Nippon Ichi Software,8.7,0.24,2007-10-30
Resident Evil Archives: Resident Evil Zero,Action,Capcom Production Studio 4,5.8,0.24,2009-12-01
Army Men: Air Combat,Action,3DO,7.6,0.24,2000-07-14
Paperboy,Action,High Voltage Software,8.0,0.24,1999-10-31
Avalon Code,Role-Playing,Matrix Software,7.1,0.24,2009-03-10
Lunar: Silver Star Harmony,Role-Playing,Game Arts,7.9,0.24,2010-03-02
Disney Epic Mickey 2: The Power of Two,Platform,Junction Point Studios,5.9,0.24,2012-11-18
The Adventures of Tintin: The Game,Adventure,Ubisoft,5.0,0.24,2011-12-06
Spawn the Eternal,Action,Sony Computer Entertainment,1.9,0.24,1997-12-01
Luminous Arc,Role-Playing,imageepoch Inc.,6.8,0.24,2007-08-14
Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,Revolution Software,7.5,0.24,2009-03-24
Ys Seven,Role-Playing,Nihon Falcom Corporation,7.6,0.23,2010-08-17
F1 2014,Racing,Codemasters Birmingham,6.5,0.23,2014-10-21
Hot Shots Tennis: Get a Grip,Sports,Clap Hanz,8.0,0.23,2010-06-29
Star Wars Jedi Knight II: Jedi Outcast,Shooter,Vicarious Visions,8.05,0.23,2002-11-20
Bomberman Land,Misc,Hudson Soft,6.25,0.23,2008-01-29
Me & My Katamari,Puzzle,Namco,7.2,0.23,2006-03-21
All-Star Baseball 2001,Sports,High Voltage Software,9.2,0.23,2000-02-29
AC/DC LIVE: Rock Band Track Pack,Misc,Harmonix Music Systems,6.7,0.23,2008-11-16
Ghost in the Shell: Stand Alone Complex,Adventure,Cavia Inc.,6.15,0.23,2004-11-08
Cross Edge,Role-Playing,Compile Heart,5.4,0.23,2009-05-26
Record of Agarest War Zero,Strategy,Compile Heart,6.35,0.23,2011-06-14
Pinball Hall of Fame: The Gottlieb Collection,Misc,FarSight Studios,7.2,0.23,2005-12-06
Barbie as The Island Princess,Adventure,Human Soft / Ivolgamus,5.5,0.23,2007-10-30
Valhalla Knights 2,Role-Playing,K2 LLC,5.0,0.23,2008-10-01
The Lord of the Rings: Aragorn's Quest,Action,Headstrong Games,6.4,0.23,2010-09-14
Colony Wars: Vengeance,Simulation,Psygnosis,8.6,0.23,1998-11-04
Lunar Knights,Role-Playing,Kojima Productions,8.2,0.23,2007-02-06
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sports,Eurocom Entertainment Software,5.0,0.23,2010-01-12
Meteos,Puzzle,Q Entertainment,8.8,0.23,2005-06-28
Rune Factory: Tides of Destiny,Simulation,Neverland Company,6.5,0.23,2011-10-11
SSX on Tour,Sports,EA Montreal,8.2,0.23,2005-10-11
Sands of Destruction,Role-Playing,imageepoch Inc.,6.5,0.23,2010-01-12
NCAA Football 09,Sports,Team Fusion,6.5,0.23,2008-07-15
Viva Pinata: Party Animals,Misc,Krome Studios,5.5,0.23,2007-10-30
Skylanders Imaginators,Platform,Toys for Bob,6.9,0.23,2017-03-03
Alundra,Role-Playing,Matrix Software,8.8,0.23,1997-12-31
Virtua Fighter Kids,Fighting,Sega-AM2,6.6,0.23,1996-07-31
NBA 2K6,Action,Unknown,8.0,0.23,2005-11-16
MotoGP 10/11,Racing,Monumental Games,6.0,0.23,2011-03-15
Shinobi,Platform,Griptonite Games,7.0,0.23,2011-11-15
TrackMania: Build to Race,Racing,Firebrand Games,7.0,0.23,2011-03-15
Top Spin 2,Sports,Indie Built,6.575,0.23,2006-03-29
.hack//G.U. Vol.2//Reminisce,Role-Playing,CyberConnect2,6.2,0.23,2007-05-08
Kartia: The Word of Fate,Strategy,Atlus Co.,7.9,0.22,1998-07-31
Hamtaro: Ham-Ham Games,Sports,AlphaDream Corporation,7.5,0.22,2004-07-27
Breath of Fire,Role-Playing,Capcom,7.8,0.22,2001-12-13
Bust-A-Move 4,Puzzle,Taito Corporation,7.8,0.22,1998-10-31
NBA 06,Sports,SCE San Diego Studio,7.2,0.22,2005-10-04
NBA Street: Showdown,Sports,EA Sports,7.5,0.22,2005-04-27
Galactic Wrestling: Featuring Ultimate Muscle,Fighting,Aki Corporation,7.3,0.22,2004-06-30
NHL 2K7,Sports,2K Sports,7.966666666666666,0.22,2006-11-13
Life Is Strange: Before the Storm,Adventure,Deck Nine,7.5,0.22,2018-03-06
Dragon Quest Builders: Revive Alefgard,Role-Playing,Square Enix,8.0,0.22,2018-02-09
Destroy All Humans! Path of the Furon,Action,Sandblast Games,4.55,0.22,2008-12-02
FaceBreaker K.O. Party,Fighting,EA Freestyle,6.7,0.22,2008-11-11
Duel Masters: Kaijudo Showdown,Misc,Mistic Software,5.8,0.22,2004-11-16
Last Window: The Secret of Cape West,Adventure,"Cing, Inc",7.3,0.22,2010-09-17
Luminous Arc 2,Role-Playing,imageepoch Inc.,7.5,0.22,2008-11-18
Afrika,Adventure,Rhino Studios,6.0,0.22,2009-10-06
Skies of Arcadia Legends,Role-Playing,Overworks,8.6,0.22,2003-01-27
Rugby 2004,Sports,HB Studios Multimedia,5.0,0.22,2003-09-16
Britney's Dance Beat,Misc,Art,6.3,0.22,2002-03-25
NFL 2K3,Sports,Visual Concepts,9.0,0.22,2002-08-21
Return to PopoloCrois: A Story of Seasons Fairytale,Simulation,Marvelous Entertainment,7.0,0.22,2016-03-01
Petz Monkeyz House,Simulation,Ubisoft,5.5,0.22,2008-11-18
From Russia With Love,Action,EA Redwood Shores,7.3,0.22,2005-11-15
Over G Fighters,Simulation,Taito Corporation,5.1,0.22,2006-06-27
Jackass the Game,Action,Sidhe Interactive,5.6,0.22,2007-09-27
Deadly Creatures,Action,Rainbow Studios,6.9,0.22,2009-02-09
Code Name: S.T.E.A.M.,Strategy,Intelligent Systems,8.0,0.22,2015-03-13
Bodycount,Shooter,Guildford Studio,4.85,0.22,2011-08-30
Tetris Worlds,Puzzle,Radical Entertainment,4.6,0.22,2002-06-23
King Arthur,Adventure,Krome Studios,6.6000000000000005,0.22,2004-11-17
All-Star Baseball 2002,Sports,Acclaim Entertainment,6.5,0.22,2001-11-17
Magna Carta: Tears of Blood,Role-Playing,SoftMax,6.1,0.22,2005-11-16
Super Lucky's Tale,Platform,Playful Corp.,6.5,0.22,2017-11-07
Danny Phantom: The Ultimate Enemy,Action,Altron,7.5,0.22,2005-09-08
